Time,Supply Voltage, Battery Voltage
4856,2.6562,2.8393
4858,2.6562,2.8288
4860,2.6562,2.8246
4862,2.6562,2.8183
4864,2.6562,2.8162
4866,2.6093,2.8036
4868,2.6562,2.8099
4870,2.6562,2.7994
4872,2.6093,2.7889
4874,2.6093,2.7805
4876,2.6093,2.7763
4878,2.6093,2.7700
4880,2.5625,2.7469
4882,2.5625,2.7490
4884,2.5625,2.7343
4886,2.5195,2.7196
4888,2.5195,2.6944
4890,2.5195,2.6986
4892,2.5195,2.6965
4894,2.4726,2.6713
4896,2.5195,2.6797
4898,2.4726,2.6608
4900,2.4257,2.6377
4902,2.4257,2.6272
4904,2.4726,2.6671
4906,2.5625,2.7259
4908,2.5625,2.7322
4910,2.5195,2.7259
4912,2.5195,2.7091
4914,2.5195,2.7049
4916,2.5195,2.7007
4918,2.5195,2.6797
4920,2.4726,2.6734
4922,2.4726,2.6650
4924,2.3828,2.5936
4926,2.4257,2.5768
